KoordID;Kanton;Year;Crop;Crop_Category;Label;Altitude;Area_ha;Yield_dt_ha;Use;Source
ID31;AG;2015;Barley;Cereals;Extenso;484;0.56;NA;NA;Farmer
ID10;VD;2014;Barley;Cereals;Extenso;439;2.3;90;NA;Farmer
ID31;AG;2015;Barley;Cereals;Extenso;486;0.56;NA;NA;Farmer
ID41;TG;2014;Barley;Cereals;Conv;476;1.9;100;NA;Farmer
ID18;BE;2013;Barley;Cereals;Conv;603;1.83;90;NA;Farmer
ID49;SG;2015;Barley;Cereals;Bio;417;0.8;60;NA;Farmer
ID39;AG;2013;Barley;Cereals;Conv;386;2.05;90;NA;Farmer
ID37;AG;2013;Barley;Cereals;Conv;366;0.9;80;NA;Farmer
ID37;AG;2013;Barley;Cereals;Conv;398;1.82;62;NA;Farmer
ID15;FR;2014;Barley;Cereals;Conv;705;2.2;61.7;NA;Farmer
ID4;VD;2013;Barley;Cereals;Extenso;808;1.04;52;NA;Farmer
ID41;TG;2013;Barley;Cereals;Conv;473;1.65;98;NA;Farmer
ID32;LU;2013;Barley;Cereals;Conv;686;1;64;NA;Farmer
ID2;VD;2014;Barley;Cereals;Conv;526;1.6;80;NA;Farmer
ID46;TG;2012;Barley;Cereals;Conv;477;2.42;NA;NA;Farmer
ID41;TG;2012;Barley;Cereals;Conv;478;1.93;NA;NA;Farmer
ID21;BE;2012;Barley;Cereals;Extenso;699;2.8;85;NA;Farmer
ID10;VD;2013;Barley;Cereals;Conv;439;2.54;107;NA;Farmer
ID22;BE;2014;Barley;Cereals;Conv;526;2.45;89;NA;Farmer
ID39;AG;2014;Barley;Cereals;Conv;388;2.45;85;NA;Farmer
ID30;AG;2013;Barley;Cereals;Conv;429;1.2;73.6;NA;Farmer
ID48;SG;2014;Barley;Cereals;Extenso;403;1.4;60;NA;Farmer
ID18;BE;2012;Barley;Cereals;Conv;577;1.64;NA;NA;Farmer
ID33;AG;2014;Barley;Cereals;Conv;397;1;NA;NA;Farmer
ID33;AG;2015;Barley;Cereals;Conv;397;1;84.3;NA;Farmer
ID1;VD;2015;Barley;Cereals;Conv;594;3;93.3;NA;Farmer
ID41;TG;2012;Barley;Cereals;Conv;486;0.4;NA;NA;Farmer
ID9;FR;2014;Barley;Cereals;Conv;684;0.58;110;NA;Farmer
ID6;VD;2013;Barley;Cereals;Extenso;596;1.3;60;NA;Farmer
ID15;FR;2015;Barley;Cereals;Conv;736;6.4;95;NA;Farmer
ID10;VD;2013;Barley;Cereals;Conv;439;1.5;80;NA;Farmer
ID1;VD;2015;Barley;Cereals;Conv;599;2.4;82.7;NA;Farmer
ID9;FR;2014;Barley;Cereals;Conv;677;0.92;110;NA;Farmer
ID26;LU;2014;Barley;Cereals;Extenso;637;2.11;100;NA;Farmer
ID32;LU;2014;Barley;Cereals;Conv;708;1;104;NA;Farmer
ID8;FR;2015;Barley;Cereals;Extenso;545;1.41;69.24;NA;Farmer
ID8;FR;2013;Barley;Cereals;Conv;495;1.31;90;NA;Farmer
ID9;FR;2014;Barley;Cereals;Extenso;714;1.5;69;NA;Farmer
ID15;FR;2014;Barley;Cereals;Conv;706;3.8;54;NA;Farmer
ID9;FR;2013;Barley;Cereals;Conv;677;1.7;95;NA;Farmer
ID4;VD;2013;Barley;Cereals;Extenso;786;0.68;52;NA;Farmer
ID4;VD;2015;Barley;Cereals;Extenso;828;2;61;NA;Farmer
ID4;VD;2014;Barley;Cereals;Conv;751;2.81;95;NA;Farmer
ID27;AG;2015;Barley;Cereals;Extenso;446;1.4;60;NA;Farmer
ID46;TG;2013;Barley;Cereals;Conv;476;2.12;NA;NA;Farmer
ID37;AG;2014;Barley;Cereals;Conv;416;1.6;84;NA;Farmer
ID46;TG;2013;Barley;Cereals;Conv;476;0.97;NA;NA;Farmer
ID2;VD;2013;Barley;Cereals;Conv;538;1.55;NA;NA;Farmer
ID22;BE;2012;Barley;Cereals;Conv;532;1.8;80;NA;Farmer
ID21;BE;2014;Barley;Cereals;Extenso;699;2.8;104;NA;Farmer
ID27;AG;2015;Barley;Cereals;Extenso;417;0.8;50;NA;Farmer
ID4;VD;2014;Barley;Cereals;Extenso;769;2.15;55;NA;Farmer
ID20;BE;2013;Barley;Cereals;Conv;696;1.26;65;NA;Farmer
ID18;BE;2013;Barley;Cereals;Extenso;602;2.16;55;NA;Farmer
ID26;LU;2013;Barley;Cereals;Extenso;637;2.11;75.6;NA;Farmer
ID1;VD;2013;Barley;Cereals;Conv;594;1.37;104;NA;Farmer
ID18;BE;2013;Barley;Cereals;Conv;609;4;NA;NA;Farmer
ID11;FR;2014;Barley;Cereals;Conv;613;0.85;85;NA;Farmer
ID12;VD;2014;Barley;Cereals;Conv;528;4.8;NA;NA;Farmer
ID11;FR;2013;Barley;Cereals;Conv;620;2.7;90;NA;Farmer
ID6;VD;2015;Barley;Cereals;Extenso;629;0.6;45;NA;Farmer
ID11;FR;2013;Barley;Cereals;Conv;620;2.2;90;NA;Farmer
ID19;BE;2013;Barley;Cereals;Extenso;589;1.22;86;NA;Farmer
ID31;AG;2015;Barley;Cereals;Conv;443;0.78;NA;NA;Farmer
ID6;VD;2013;Barley;Cereals;Extenso;681;2.4;46;NA;Farmer
ID26;LU;2013;Barley;Cereals;Extenso;629;1.54;60;NA;Farmer
ID9;FR;2013;Barley;Cereals;Extenso;681;1.19;54;NA;Farmer
ID18;BE;2014;Barley;Cereals;Conv;579;1;68;NA;Farmer
ID18;BE;2014;Barley;Cereals;Conv;587;1.89;90;NA;Farmer
ID37;AG;2014;Barley;Cereals;Conv;403;1.2;80;NA;Farmer
ID27;AG;2014;Barley;Cereals;Extenso;442;0.88;40;NA;Farmer
ID4;VD;2014;Barley;Cereals;Conv;751;0.92;95;NA;Farmer
ID11;FR;2013;Barley;Cereals;Conv;621;3;80;NA;Farmer
ID38;AG;2014;Barley;Cereals;Conv;463;1.3;60;NA;Farmer
ID9;FR;2014;Barley;Cereals;Extenso;744;1.2;70;NA;Farmer
ID11;FR;2015;Barley;Cereals;Conv;620;0.7;95;NA;Farmer
ID15;FR;2015;Barley;Cereals;Conv;693;8;94;NA;Farmer
ID19;BE;2014;Barley;Cereals;Extenso;595;1.74;60;NA;Farmer
ID34;AG;2015;Barley;Cereals;Conv;318;1.68;41;NA;Farmer
ID38;AG;2013;Barley;Cereals;Conv;500;1.2;65;NA;Farmer
ID31;AG;2014;Barley;Cereals;Extenso;428;1.18;50;NA;Farmer
ID48;SG;2015;Barley;Cereals;Extenso;405;1.7;60;NA;Farmer
ID6;VD;2014;Barley;Cereals;Extenso;629;1.2;45;NA;Farmer
ID5;VD;2013;Barley;Cereals;Conv;470;5.25;80;NA;Farmer
ID11;FR;2014;Barley;Cereals;Conv;613;0.85;85;NA;Farmer
ID2;VD;2015;Barley;Cereals;Conv;538;2;92;NA;Farmer
ID37;AG;2014;Barley;Cereals;Conv;405;0.7;80;NA;Farmer
ID27;AG;2013;Barley;Cereals;Extenso;418;1.2;45;NA;Farmer
ID19;BE;2012;Barley;Cereals;Conv;593;1.8;88;NA;Farmer
ID41;TG;2014;Barley;Cereals;Conv;491;0.88;NA;NA;Farmer
ID18;BE;2012;Barley;Cereals;Conv;597;0.89;80;NA;Farmer
ID19;BE;2014;Barley;Cereals;Conv;596;0.8;73;NA;Farmer
ID23;BE;2014;Barley;Cereals;Extenso;659;1.12;55;NA;Farmer
ID6;VD;2013;Barley;Cereals;Conv;597;1;70;NA;Farmer
ID2;VD;2014;Barley;Cereals;Conv;539;1.29;100;NA;Farmer
ID12;VD;2013;Barley;Cereals;Conv;528;1.15;74;NA;Farmer
ID2;VD;2015;Barley;Cereals;Conv;542;4.32;90;NA;Farmer
ID25;BE;2012;Barley;Cereals;Extenso;696;1.7;73;NA;Farmer
ID11;FR;2014;Barley;Cereals;Conv;621;2.4;68.96;NA;Farmer
ID19;BE;2012;Barley;Cereals;Conv;599;1;72;NA;Farmer
ID33;AG;2013;Barley;Cereals;Extenso;397;1.48;69;NA;Farmer
ID12;VD;2014;Barley;Cereals;Conv;528;4.8;115;NA;Farmer
ID3;VD;2013;Barley;Cereals;Extenso;624;1.2;70;NA;Farmer
ID20;BE;2014;Barley;Cereals;Conv;696;1.28;70;NA;Farmer
ID9;FR;2015;Barley;Cereals;Conv;744;3;91;NA;Farmer
ID39;AG;2013;Barley;Cereals;Conv;383;1.63;72;NA;Farmer
ID31;AG;2013;Barley;Cereals;Bio;463;1.1;55;NA;Farmer
ID9;FR;2015;Barley;Cereals;Extenso;689;2.7;66;NA;Farmer
ID18;BE;2014;Barley;Cereals;Conv;577;2;68;NA;Farmer
ID14;BE;2013;Barley;Cereals;Conv;539;3.17;75;NA;Farmer
ID26;LU;2012;Barley;Cereals;Extenso;630;1.1;65;NA;Farmer
ID38;AG;2013;Barley;Cereals;Conv;504;5.03;NA;NA;Farmer
ID33;AG;2013;Barley;Cereals;Conv;397;1.01;81.8;NA;Farmer
ID11;FR;2015;Barley;Cereals;Conv;621;2.85;73;NA;Farmer
ID4;VD;2015;Barley;Cereals;Conv;751;1.24;102;NA;Farmer
ID27;AG;2013;Barley;Cereals;Extenso;452;0.36;50;NA;Farmer
ID9;FR;2013;Barley;Cereals;Conv;744;1.1;65;NA;Farmer
ID8;FR;2015;Barley;Cereals;Conv;540;0.98;81;NA;Farmer
ID15;FR;2015;Barley;Cereals;Conv;740;2;92;NA;Farmer
ID15;FR;2013;Barley;Cereals;Conv;736;4.1;80;NA;Farmer
ID46;TG;2014;Barley;Cereals;Conv;477;0.89;NA;NA;Farmer
ID31;AG;2014;Barley;Cereals;Extenso;433;0.68;60;NA;Farmer
ID9;FR;2015;Barley;Cereals;Conv;709;1.36;105;NA;Farmer
ID19;BE;2014;Barley;Cereals;Conv;593;1.2;80;NA;Farmer
ID8;FR;2014;Barley;Cereals;Conv;554;0.9;103;NA;Farmer
ID26;LU;2014;Barley;Cereals;Extenso;670;2.8;75;NA;Farmer
ID18;BE;2012;Barley;Cereals;Conv;602;1.46;85;NA;Farmer
ID11;FR;2013;Barley;Cereals;Extenso;612;1.17;45.6;NA;Farmer
ID15;FR;2013;Barley;Cereals;Conv;701;3.12;91;NA;Farmer
ID9;FR;2013;Barley;Cereals;Conv;677;0.92;95;NA;Farmer
ID1;VD;2014;Barley;Cereals;Conv;594;3.5;100.5;NA;Farmer
ID9;FR;2013;Barley;Cereals;Conv;678;1.38;58;NA;Farmer
ID15;FR;2014;Barley;Cereals;Conv;736;3.5;88;NA;Farmer
ID33;AG;2014;Barley;Cereals;Extenso;397;1.28;65;NA;Farmer
ID9;FR;2015;Barley;Cereals;Conv;677;0.62;109;NA;Farmer
ID9;FR;2013;Barley;Cereals;Conv;684;0.58;88.44;NA;Farmer
ID6;VD;2014;Barley;Cereals;Extenso;601;0.5;45;NA;Farmer
ID6;VD;2013;Barley;Cereals;Extenso;604;4.5;45;NA;Farmer
ID19;BE;2014;Barley;Cereals;Extenso;602;2.29;51;NA;Farmer
ID15;FR;2014;Barley;Cereals;Conv;740;2;50;NA;Farmer
ID19;BE;2013;Barley;Cereals;Extenso;589;1.26;86;NA;Farmer
ID15;FR;2014;Barley;Cereals;Conv;736;1.3;90;NA;Farmer
ID24;BE;2014;Barley;Cereals;Bio;729;2.66;60;NA;Farmer
ID9;FR;2015;Barley;Cereals;Conv;689;2.6;108;NA;Farmer
ID38;AG;2015;Barley;Cereals;Conv;500;1.5;48;NA;Farmer
ID2;VD;2013;Barley;Cereals;Conv;525;1.97;85;NA;Farmer
ID2;VD;2014;Barley;Cereals;Conv;525;0.77;85;NA;Farmer
ID15;FR;2015;Oat;Cereals;Conv;706;3.8;60;NA;Farmer
ID11;FR;2015;Oat;Cereals;Extenso;620;0.3;60;NA;Farmer
ID15;FR;2013;Oat;Cereals;Conv;706;2.76;47;NA;Farmer
ID27;AG;2015;Oat;Cereals;Extenso;443;0.25;50;NA;Farmer
ID26;LU;2014;Oat;Cereals;Extenso;698;2.2;69;NA;Farmer
ID27;AG;2015;Oat;Cereals;Extenso;443;0.4;50;NA;Farmer
ID15;FR;2014;Oat;Cereals;Conv;694;1.9;55;NA;Farmer
ID15;FR;2013;Oat;Cereals;Conv;694;2;50;NA;Farmer
ID31;AG;2014;Triticale;Cereals;Extenso;466;1;67;NA;Farmer
ID49;SG;2014;Triticale;Cereals;Conv;415;5.2;62;NA;Farmer
ID23;BE;2013;Triticale;Cereals;Extenso;666;0.21;NA;NA;Farmer
ID11;FR;2014;Triticale;Cereals;Conv;621;2;74.35;NA;Farmer
ID45;TG;2012;Triticale;Cereals;Conv;507;3.9;95;NA;Farmer
ID32;LU;2014;Triticale;Cereals;Conv;710;1;73;NA;Farmer
ID32;LU;2013;Triticale;Cereals;Conv;708;0.88;70;NA;Farmer
ID31;AG;2015;Triticale;Cereals;Conv;451;0.5;58.22;NA;Farmer
ID11;FR;2015;Triticale;Cereals;Conv;621;1.9;91.47;NA;Farmer
ID27;AG;2013;Triticale;Cereals;Extenso;443;0.25;50;NA;Farmer
ID26;LU;2013;Triticale;Cereals;Extenso;630;2.3;57;NA;Farmer
ID45;TG;2014;Triticale;Cereals;Conv;507;3.9;92;NA;Farmer
ID32;LU;2012;Triticale;Cereals;Conv;708;1.65;52;NA;Farmer
ID27;AG;2013;Triticale;Cereals;Extenso;442;0.88;55;NA;Farmer
ID27;AG;2013;Triticale;Cereals;Extenso;451;1.2;50;NA;Farmer
ID8;FR;2013;Triticale;Cereals;Extenso;558;0.96;50;NA;Farmer
ID34;AG;2013;Triticale;Cereals;Conv;319;0.78;78;NA;Farmer
ID12;VD;2015;Triticale;Cereals;Extenso;541;0.25;30;NA;Farmer
ID6;VD;2013;Triticale;Cereals;Extenso;681;2.15;56;NA;Farmer
ID23;BE;2013;Triticale;Cereals;Extenso;666;0.55;NA;NA;Farmer
ID11;FR;2014;Triticale;Cereals;Conv;634;5.21;80;NA;Farmer
ID24;BE;2013;Triticale;Cereals;Bio;716;1.4;40;NA;Farmer
ID24;BE;2012;Triticale;Cereals;Extenso;731;1.4;65;NA;Farmer
ID27;AG;2014;Triticale;Cereals;Extenso;446;1.4;65;NA;Farmer
ID27;AG;2014;Triticale;Cereals;Extenso;417;0.8;50;NA;Farmer
ID29;LU;2013;Triticale;Cereals;Conv;741;1.3;70;NA;Farmer
ID11;FR;2013;Triticale;Cereals;Conv;634;5.21;80;NA;Farmer
ID31;AG;2014;Triticale;Cereals;Extenso;449;0.37;67;NA;Farmer
ID26;LU;2013;Triticale;Cereals;Extenso;630;2.2;32;NA;Farmer
ID19;BE;2013;Triticale;Cereals;Conv;595;1.51;80;NA;Farmer
ID19;BE;2014;Triticale;Cereals;Conv;595;1.51;80;NA;Farmer
ID4;VD;2015;Triticale;Cereals;Extenso;828;1.29;40;NA;Farmer
ID31;AG;2015;Triticale;Cereals;Conv;445;2.24;58.24;NA;Farmer
ID20;BE;2012;Triticale;Cereals;Conv;696;1.26;70;NA;Farmer
ID26;LU;2013;Triticale;Cereals;Extenso;621;1.66;43;NA;Farmer
ID11;FR;2013;Triticale;Cereals;Conv;621;1.9;83.35;NA;Farmer
ID7;FR;2015;Triticale;Cereals;Extenso;741;3;55.6;NA;Farmer
ID6;VD;2015;Triticale;Cereals;Extenso;635;1.35;65;NA;Farmer
ID23;BE;2013;Triticale;Cereals;Extenso;659;1.12;60;NA;Farmer
ID9;FR;2013;Triticale;Cereals;Conv;692;1.1;70;NA;Farmer
ID27;AG;2015;Triticale;Cereals;Conv;445;0.37;50;NA;Farmer
ID25;BE;2014;Triticale;Cereals;Conv;653;1.02;NA;NA;Farmer
ID7;FR;2014;Triticale;Cereals;Extenso;719;3.5;61;NA;Farmer
ID26;LU;2012;Triticale;Cereals;Extenso;620;2;58;NA;Farmer
ID20;BE;2013;Triticale;Cereals;Conv;696;1.28;70;NA;Farmer
ID7;FR;2013;Triticale;Cereals;Extenso;741;3.5;52.35;NA;Farmer
ID30;AG;2013;Wheat;Cereals;Conv;421;2.66;63;NA;Farmer
ID18;BE;2012;Wheat;Cereals;Conv;587;1.89;57;NA;Farmer
ID41;TG;2014;Wheat;Cereals;Conv;486;0.4;100;NA;Farmer
ID9;FR;2014;Wheat;Cereals;Conv;709;1.36;89;NA;Farmer
ID9;FR;2013;Wheat;Cereals;Extenso;744;1.4;68;NA;Farmer
ID41;TG;2013;Wheat;Cereals;Conv;466;0.946;NA;NA;Farmer
ID10;VD;2015;Wheat;Cereals;Conv;440;1.8;87;NA;Farmer
ID10;VD;2014;Wheat;Cereals;Conv;440;4.3;102;NA;Farmer
ID5;VD;2013;Wheat;Cereals;Conv;440;1.84;84;NA;Farmer
ID5;VD;2014;Wheat;Cereals;Conv;440;1.9;98;NA;Farmer
ID25;BE;2012;Wheat;Cereals;Extenso;686;0.65;60;NA;Farmer
ID5;VD;2015;Wheat;Cereals;Conv;440;2.1;94.26;NA;Farmer
ID10;VD;2014;Wheat;Cereals;Conv;440;1.8;95;NA;Farmer
ID42;TG;2014;Wheat;Cereals;Conv;529;5.02;90;NA;Farmer
ID49;SG;2013;Wheat;Cereals;Conv;415;2.5;82;NA;Farmer
ID33;AG;2013;Wheat;Cereals;Conv;396;2.2;86.4;NA;Farmer
ID10;VD;2014;Wheat;Cereals;Conv;440;4.3;102;NA;Farmer
ID41;TG;2013;Wheat;Cereals;Conv;482;0.4;NA;NA;Farmer
ID19;BE;2012;Grain_maize;Grain_maize;Conv;593;1.8;NA;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;428;0.97;NA;NA;Farmer
ID10;VD;2014;Grain_maize;Grain_maize;Conv;438;5.04;95;NA;Farmer
ID5;VD;2013;Grain_maize;Grain_maize;Conv;454;0.9;124;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;403;2.2;NA;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;402;1.08;170;NA;Farmer
ID31;AG;2013;Grain_maize;Grain_maize;Bio;463;3.4;88;NA;Farmer
ID19;BE;2013;Grain_maize;Grain_maize;Conv;599;1;72;NA;Farmer
ID30;AG;2014;Grain_maize;Grain_maize;Conv;423;1;119.2;NA;Farmer
ID30;AG;2014;Grain_maize;Grain_maize;Conv;426;1.1;129.5;NA;Farmer
ID5;VD;2015;Grain_maize;Grain_maize;Conv;455;5.13;118;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;401;0.02;170;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;402;1.08;175;NA;Farmer
ID34;AG;2014;Grain_maize;Grain_maize;Conv;320;1.5;104;NA;Farmer
ID37;AG;2014;Grain_maize;Grain_maize;Conv;366;2.13;150;NA;Farmer
ID37;AG;2014;Grain_maize;Grain_maize;Conv;400;2.2;170;NA;Farmer
ID10;VD;2013;Grain_maize;Grain_maize;Conv;441;4.25;100;NA;Farmer
ID10;VD;2014;Grain_maize;Grain_maize;Conv;439;5.07;130;NA;Farmer
ID33;AG;2015;Grain_maize;Grain_maize;Conv;396;2.07;80.9;NA;Farmer
ID34;AG;2015;Grain_maize;Grain_maize;Conv;318;1.71;NA;NA;Farmer
ID45;TG;2012;Grain_maize;Grain_maize;Conv;496;2.1;NA;NA;Farmer
ID17;FR;2014;Grain_maize;Grain_maize;Conv;650;1.97;250;NA;Farmer
ID10;VD;2014;Grain_maize;Grain_maize;Conv;439;1.5;100;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;431;1.65;NA;NA;Farmer
ID10;VD;2013;Grain_maize;Grain_maize;Conv;440;4.3;100;NA;Farmer
ID30;AG;2015;Grain_maize;Grain_maize;Conv;426;0.35;116;NA;Farmer
ID34;AG;2013;Grain_maize;Grain_maize;Conv;320;0.75;84.73;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;403;1.7;150;NA;Farmer
ID19;BE;2014;Grain_maize;Grain_maize;Extenso;589;1.26;NA;NA;Farmer
ID38;AG;2014;Grain_maize;Grain_maize;Conv;504;1.33;83.8;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;400;2.2;108;NA;Farmer
ID39;AG;2013;Grain_maize;Grain_maize;Conv;382;1;60;NA;Farmer
ID10;VD;2013;Grain_maize;Grain_maize;Conv;438;5.04;95;NA;Farmer
ID45;TG;2012;Grain_maize;Grain_maize;Conv;530;2.58;100;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;416;1.5;167;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;431;1.1;NA;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;431;1.1;NA;NA;Farmer
ID33;AG;2014;Grain_maize;Grain_maize;Conv;397;1.48;110;NA;Farmer
ID37;AG;2014;Grain_maize;Grain_maize;Conv;428;0.97;NA;NA;Farmer
ID19;BE;2012;Grain_maize;Grain_maize;Conv;594;0.6;NA;NA;Farmer
ID10;VD;2015;Grain_maize;Grain_maize;Conv;440;4.7;92;NA;Farmer
ID10;VD;2015;Grain_maize;Grain_maize;Conv;441;4.8;90;NA;Farmer
ID49;SG;2013;Grain_maize;Grain_maize;Conv;415;1.2;114;NA;Farmer
ID39;AG;2015;Grain_maize;Grain_maize;Conv;382;2;108;NA;Farmer
ID37;AG;2015;Grain_maize;Grain_maize;Conv;398;1.82;125;NA;Farmer
ID5;VD;2015;Grain_maize;Grain_maize;Conv;469;3.4;122;NA;Farmer
ID33;AG;2013;Grain_maize;Grain_maize;Conv;397;1.22;123;NA;Farmer
ID10;VD;2015;Grain_maize;Grain_maize;Conv;441;4.52;90;NA;Farmer
ID10;VD;2014;Grain_maize;Grain_maize;Conv;438;5.04;90;NA;Farmer
ID30;AG;2015;Grain_maize;Grain_maize;Conv;420;0.75;88.65;NA;Farmer
ID35;LU;2014;Grain_maize;Grain_maize;Conv;427;2.63;110;NA;Farmer
ID45;TG;2013;Grain_maize;Grain_maize;Conv;530;2.58;105;NA;Farmer
ID45;TG;2013;Grain_maize;Grain_maize;Conv;482;2.6;NA;NA;Farmer
ID19;BE;2014;Grain_maize;Grain_maize;Extenso;589;1.22;146;NA;Farmer
ID10;VD;2015;Grain_maize;Grain_maize;Conv;438;5.04;90;NA;Farmer
ID10;VD;2013;Grain_maize;Grain_maize;Conv;441;4.5;100;NA;Farmer
ID31;AG;2014;Grain_maize;Grain_maize;Bio;463;1.1;95;NA;Farmer
ID45;TG;2014;Grain_maize;Grain_maize;Conv;539;1.65;110;NA;Farmer
ID30;AG;2015;Grain_maize;Grain_maize;Conv;424;0.76;NA;NA;Farmer
ID33;AG;2014;Grain_maize;Grain_maize;Conv;397;1.01;104.57;NA;Farmer
ID17;FR;2015;Grain_maize;Grain_maize;Conv;673;2.1;NA;NA;Farmer
ID10;VD;2013;Grain_maize;Grain_maize;Conv;441;4.52;95;NA;Farmer
ID5;VD;2013;Grain_maize;Grain_maize;Conv;440;1.4;128;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;393;1.7;165;NA;Farmer
ID30;AG;2013;Grain_maize;Grain_maize;Conv;423;1.7;165;NA;Farmer
ID19;BE;2014;Grain_maize;Grain_maize;Conv;599;0.4;NA;NA;Farmer
ID8;FR;2014;Grain_maize;Grain_maize;Conv;540;2.7;170;NA;Farmer
ID5;VD;2015;Grain_maize;Grain_maize;Conv;469;3.4;122;NA;Farmer
ID37;AG;2013;Grain_maize;Grain_maize;Conv;398;2.05;185;NA;Farmer
ID37;AG;2014;Grain_maize;Grain_maize;Conv;431;1.1;NA;NA;Farmer
ID37;AG;2014;Grain_maize;Grain_maize;Conv;413;1.1;175;NA;Farmer
ID38;AG;2014;Grain_maize;Grain_maize;Conv;504;8.97;115;NA;Farmer
ID10;VD;2015;Grain_maize;Grain_maize;Conv;438;5.04;90;NA;Farmer
ID19;BE;2013;Grain_maize;Grain_maize;Conv;593;0.38;NA;NA;Farmer
ID30;AG;2015;Grain_maize;Grain_maize;Conv;426;1.65;116;NA;Farmer
ID10;VD;2013;Grain_maize;Grain_maize;Conv;440;4.3;100;NA;Farmer
ID2;VD;2015;Grain_maize;Grain_maize;Bio;495;2.5;58.1;NA;Farmer
ID17;FR;2013;Grain_maize;Grain_maize;Conv;673;2.12;136;NA;Farmer
ID38;AG;2013;Grain_maize;Grain_maize;Conv;502;4.1;NA;NA;Farmer
ID39;AG;2013;Spelt;Cereals;Bio;387;1;28;NA;Farmer
ID39;AG;2015;Spelt;Cereals;Bio;387;1;12;NA;Farmer
ID45;TG;2014;Wheat;Cereals;Conv;482;2.1;NA;NA;Farmer
ID9;FR;2014;Wheat;Cereals;Extenso;744;2.1;60;NA;Farmer
ID22;BE;2014;Wheat;Cereals;Conv;523;1.57;73.4;NA;Farmer
ID31;AG;2013;Wheat;Cereals;Extenso;428;1.18;50;NA;Farmer
ID14;BE;2013;Wheat;Cereals;Conv;467;1.5;70;NA;Farmer
ID22;BE;2014;Wheat;Cereals;Conv;508;0.45;71.5;NA;Farmer
ID18;BE;2014;Wheat;Cereals;Conv;579;1.08;55;NA;Farmer
ID10;VD;2013;Wheat;Cereals;Conv;440;4.7;NA;NA;Farmer
ID3;VD;2013;Wheat;Cereals;Conv;597;3.4;55;NA;Farmer
ID49;SG;2013;Wheat;Cereals;Bio;415;0.6;60;NA;Farmer
ID1;VD;2013;Wheat;Cereals;Conv;594;3.33;59.4;NA;Farmer
ID42;TG;2012;Wheat;Cereals;Conv;533;6.43;50;NA;Farmer
ID17;FR;2013;Wheat;Cereals;Extenso;684;1.6;51;NA;Farmer
ID22;BE;2014;Wheat;Cereals;Conv;508;1.22;71.5;NA;Farmer
ID22;BE;2014;Wheat;Cereals;Conv;528;2.04;80;NA;Farmer
ID49;SG;2015;Wheat;Cereals;Extenso;415;0.5;NA;NA;Farmer
ID14;BE;2012;Wheat;Cereals;Conv;539;3.17;61;NA;Farmer
ID17;FR;2014;Wheat;Cereals;Extenso;673;2.12;52;NA;Farmer
ID1;VD;2014;Wheat;Cereals;Conv;594;5.12;67.8;NA;Farmer
ID17;FR;2013;Wheat;Cereals;Extenso;673;2.1;51;NA;Farmer
ID17;FR;2014;Wheat;Cereals;Extenso;684;1.7;60;NA;Farmer
ID17;FR;2014;Wheat;Cereals;Extenso;673;2.1;54.7;NA;Farmer
ID2;VD;2014;Wheat;Cereals;Conv;526;4.08;65;NA;Farmer
ID39;AG;2014;Wheat;Cereals;Conv;384;3.4;76;NA;Farmer
ID5;VD;2015;Wheat;Cereals;Conv;470;5.25;73.52;NA;Farmer
ID30;AG;2015;Wheat;Cereals;Conv;423;1.7;67;NA;Farmer
ID39;AG;2014;Wheat;Cereals;Conv;384;2.57;76;NA;Farmer
ID1;VD;2014;Wheat;Cereals;Conv;599;4.25;NA;NA;Farmer
ID39;AG;2013;Wheat;Cereals;Conv;383;4;76;NA;Farmer
ID30;AG;2013;Wheat;Cereals;Conv;425;0.95;60;NA;Farmer
ID2;VD;2013;Wheat;Cereals;Conv;532;2.25;65;NA;Farmer
ID41;TG;2014;Wheat;Cereals;Extenso;472;1.04;65;NA;Farmer
ID2;VD;2015;Wheat;Cereals;Conv;532;2.25;65;NA;Farmer
ID1;VD;2015;Wheat;Cereals;Conv;599;1.85;46;NA;Farmer
ID41;TG;2013;Wheat;Cereals;Conv;476;1.9;66;NA;Farmer
ID39;AG;2014;Wheat;Cereals;Conv;386;3.39;69;NA;Farmer
ID1;VD;2015;Wheat;Cereals;Conv;594;4.7;65;NA;Farmer
ID12;VD;2013;Wheat;Cereals;Extenso;553;2.13;55;NA;Farmer
ID1;VD;2014;Wheat;Cereals;Conv;594;3;63;NA;Farmer
ID1;VD;2015;Wheat;Cereals;Conv;594;2.05;74;NA;Farmer
ID39;AG;2013;Wheat;Cereals;Conv;386;2;64;NA;Farmer
